date,location,result
18.04.2025,Äksi
25.05.2025,Haanja
13.07.2025,Äksi
26.07.2025,Toila
09.08.2025,Räpina
16.08.2025,Tihemetsa
30.08.2025,Linnamäe
20.09.2025,Maardu
02.05.2026,Põlva
